DATE,PLAYER_NAME,OWN_TEAM,OPP_TEAM,VENUE,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,USG%,PACE
2017-11-05,Serge Ibaka,TOR,WAS,H,28.766666666666666,2,8,.250,2,6,.333,1,2,.500,1,9,10,0,2,1,2,4,7,-12,17.3,95.8
2017-11-05,Jonas Valanciunas,TOR,WAS,H,18.883333333333333,3,4,.750,0,0,,0,0,,1,2,3,0,0,0,2,5,6,-16,14.5,95.8
2017-11-05,Kyle Lowry,TOR,WAS,H,11.8,0,4,.000,0,2,.000,2,3,.667,0,1,1,1,0,0,1,2,2,-16,24.5,95.8
2017-11-05,Delon Wright,TOR,WAS,H,26.566666666666666,5,7,.714,1,1,1.000,0,0,,1,2,3,4,1,0,2,0,11,-5,15.5,95.8
2017-11-05,Fred VanVleet,TOR,WAS,H,19.516666666666666,5,7,.714,0,1,.000,0,0,,2,1,3,4,0,2,0,2,10,+14,16.4,95.8
2017-11-05,Pascal Siakam,TOR,WAS,H,16.1,3,4,.750,1,1,1.000,0,2,.000,1,4,5,0,0,0,1,3,7,-1,16.7,95.8
2017-11-05,Lucas Nogueira,TOR,WAS,H,14.15,3,4,.750,0,1,.000,0,0,,0,2,2,0,1,2,1,1,6,+9,16.2,95.8
2017-11-05,OG Anunoby,TOR,WAS,H,13.733333333333333,0,2,.000,0,0,,0,2,.000,0,2,2,1,1,1,0,3,0,+4,9.6,95.8
2017-11-05,C.J. Miles,TOR,WAS,H,13.333333333333334,0,5,.000,0,3,.000,0,0,,1,0,1,1,0,0,0,0,0,0,17.2,95.8
2017-11-05,Jakob Poeltl,TOR,WAS,H,5.8,1,1,1.000,0,0,,0,2,.000,0,1,1,1,0,0,0,2,2,-3,14.8,95.8
2017-11-05,Team Totals,TOR,WAS,H,240.0,37,80,.463,5,24,.208,17,27,.630,9,27,36,17,7,8,13,24,96,,100.0,95.8
2017-11-06,Kyrie Irving,BOS,ATL,R,36.95,14,22,.636,4,10,.400,3,4,.750,0,3,3,7,0,0,2,3,35,+5,32.3,96.0
2017-11-06,Al Horford,BOS,ATL,R,33.21666666666667,5,13,.385,1,5,.200,4,4,1.000,2,8,10,9,0,1,1,1,15,+10,22.0,96.0
2017-11-06,Jayson Tatum,BOS,ATL,R,32.45,7,13,.538,3,5,.600,4,4,1.000,0,8,8,1,1,2,0,1,21,+15,21.1,96.0
2017-11-06,Jaylen Brown,BOS,ATL,R,30.583333333333332,4,10,.400,1,5,.200,2,2,1.000,1,3,4,1,0,0,2,4,11,-2,19.5,96.0
2017-11-06,Aron Baynes,BOS,ATL,R,14.616666666666667,1,5,.200,0,1,.000,0,0,,0,3,3,0,0,0,0,0,2,-6,15.8,96.0
2017-11-06,Marcus Smart,BOS,ATL,R,28.816666666666666,2,5,.400,1,2,.500,4,5,.800,2,2,4,5,2,0,4,4,9,+12,18.0,96.0
2017-11-06,Terry Rozier,BOS,ATL,R,21.5,3,8,.375,2,5,.400,0,0,,0,5,5,3,0,0,2,1,8,-12,21.5,96.0
2017-11-06,Semi Ojeleye,BOS,ATL,R,16.15,2,3,.667,2,3,.667,0,0,,0,2,2,0,0,0,0,3,6,-4,8.6,96.0
2017-11-06,Daniel Theis,BOS,ATL,R,13.983333333333333,1,1,1.000,0,0,,1,3,.333,2,0,2,2,0,0,2,3,3,-2,14.3,96.0
2017-11-06,Shane Larkin,BOS,ATL,R,6.516666666666667,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1,7.1,96.0
2017-11-06,Abdel Nader,BOS,ATL,R,5.233333333333333,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,0,0.0,96.0
2017-11-06,Team Totals,BOS,ATL,R,240.0,39,81,.481,14,36,.389,18,22,.818,7,35,42,28,3,3,13,21,110,,100.0,96.0
2017-11-06,Dewayne Dedmon,ATL,BOS,H,35.63333333333333,8,14,.571,1,1,1.000,2,2,1.000,3,9,12,2,0,2,2,3,19,+4,21.9,96.0
2017-11-06,Dennis Schroder,ATL,BOS,H,35.56666666666667,9,20,.450,3,7,.429,2,2,1.000,0,2,2,6,2,0,2,1,23,+7,29.7,96.0
2017-11-06,Taurean Waller-Prince,ATL,BOS,H,27.916666666666668,3,10,.300,1,5,.200,0,1,.000,0,2,2,4,0,1,1,1,7,-6,18.9,96.0
2017-11-06,Kent Bazemore,ATL,BOS,H,26.083333333333332,1,7,.143,1,3,.333,2,2,1.000,0,8,8,3,1,0,5,3,5,-5,22.8,96.0
2017-11-06,Luke Babbitt,ATL,BOS,H,24.516666666666666,3,4,.750,2,2,1.000,1,2,.500,0,5,5,1,0,1,1,4,9,-6,11.1,96.0
2017-11-06,Malcolm Delaney,ATL,BOS,H,27.866666666666667,4,7,.571,3,3,1.000,2,3,.667,1,3,4,1,2,0,2,2,13,-3,17.1,96.0
2017-11-06,Marco Belinelli,ATL,BOS,H,26.05,6,10,.600,2,5,.400,5,5,1.000,0,0,0,3,3,0,0,2,19,+3,21.7,96.0
2017-11-06,Isaiah Taylor,ATL,BOS,H,20.383333333333333,2,5,.400,0,0,,0,1,.000,0,2,2,4,0,0,0,0,4,-1,12.3,96.0
2017-11-06,John Collins,ATL,BOS,H,15.783333333333333,3,4,.750,0,0,,2,2,1.000,1,0,1,0,0,0,1,5,8,-6,17.2,96.0
2017-11-06,Tyler Cavanaugh,ATL,BOS,H,0.2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-2,0.0,96.0
2017-11-06,Team Totals,ATL,BOS,H,240.0,39,81,.481,13,26,.500,16,20,.800,5,31,36,24,8,4,14,22,107,,100.0,96.0
2017-11-06,Josh Richardson,MIA,GSW,R,32.333333333333336,3,7,.429,0,3,.000,0,0,,0,0,0,0,3,2,6,2,6,-18,17.5,98.1
2017-11-06,Goran Dragic,MIA,GSW,R,31.083333333333332,8,18,.444,1,3,.333,2,4,.500,1,2,3,4,1,0,3,2,19,-11,31.8,98.1
2017-11-06,Justise Winslow,MIA,GSW,R,29.966666666666665,3,9,.333,0,0,,0,0,,0,7,7,5,1,0,1,3,6,-12,14.5,98.1
2017-11-06,Hassan Whiteside,MIA,GSW,R,16.366666666666667,1,9,.111,0,0,,1,2,.500,2,4,6,0,0,1,2,1,3,-15,31.5,98.1
2017-11-06,Okaro White,MIA,GSW,R,8.416666666666666,0,2,.000,0,2,.000,0,0,,0,2,2,1,0,0,0,1,0,-11,10.3,98.1
2017-11-06,James Johnson,MIA,GSW,R,32.31666666666667,7,15,.467,3,7,.429,4,4,1.000,1,8,9,6,3,1,2,3,21,+3,25.2,98.1
2017-11-06,Tyler Johnson,MIA,GSW,R,29.0,1,8,.125,1,2,.500,0,1,.000,1,3,4,1,0,0,1,4,3,-15,14.1,98.1
2017-11-06,Wayne Ellington,MIA,GSW,R,27.75,3,10,.300,3,9,.333,0,0,,0,1,1,1,1,0,1,0,9,-7,17.2,98.1
2017-11-06,Kelly Olynyk,MIA,GSW,R,18.383333333333333,3,4,.750,0,0,,4,5,.800,0,5,5,1,0,0,3,4,10,+1,21.7,98.1
2017-11-06,Bam Adebayo,MIA,GSW,R,13.25,1,1,1.000,0,0,,1,1,1.000,2,4,6,0,1,2,1,0,3,-3,8.0,98.1
2017-11-06,Derrick Walton,MIA,GSW,R,1.1333333333333333,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+3,0.0,98.1
2017-11-06,Team Totals,MIA,GSW,R,240.0,30,83,.361,8,26,.308,12,17,.706,7,37,44,19,10,6,20,20,80,,100.0,98.1
2017-11-06,Stephen Curry,GSW,MIA,H,33.88333333333333,5,19,.263,2,9,.222,4,5,.800,0,5,5,4,2,0,1,3,16,+25,28.2,98.1
2017-11-06,Kevin Durant,GSW,MIA,H,32.583333333333336,5,13,.385,1,6,.167,10,10,1.000,0,8,8,6,1,3,1,3,21,+23,24.3,98.1
2017-11-06,Klay Thompson,GSW,MIA,H,32.28333333333333,5,15,.333,3,8,.375,0,0,,2,4,6,2,1,2,2,1,13,+10,22.7,98.1
2017-11-06,Draymond Green,GSW,MIA,H,27.466666666666665,5,10,.500,4,6,.667,4,4,1.000,2,7,9,2,0,1,3,4,18,+9,23.1,98.1
2017-11-06,Zaza Pachulia,GSW,MIA,H,10.8,1,4,.250,0,0,,2,2,1.000,1,2,3,0,3,0,2,1,4,+4,27.4,98.1
2017-11-06,Andre Iguodala,GSW,MIA,H,27.383333333333333,2,3,.667,0,0,,0,0,,2,2,4,3,1,0,1,1,4,+13,6.3,98.1
2017-11-06,Kevon Looney,GSW,MIA,H,17.35,2,3,.667,0,0,,1,2,.500,2,1,3,0,0,3,1,4,5,0,12.1,98.1
2017-11-06,Shaun Livingston,GSW,MIA,H,14.616666666666667,2,6,.333,0,0,,1,1,1.000,1,3,4,1,2,0,0,1,5,+3,19.0,98.1
2017-11-06,Patrick McCaw,GSW,MIA,H,14.333333333333334,2,5,.400,0,0,,0,0,,1,0,1,0,1,0,1,1,4,-3,18.0,98.1
2017-11-06,Jordan Bell,GSW,MIA,H,11.783333333333333,1,1,1.000,0,0,,0,0,,0,2,2,0,0,1,1,0,2,+7,7.3,98.1
2017-11-06,Omri Casspi,GSW,MIA,H,10.316666666666666,1,3,.333,0,0,,0,0,,0,4,4,2,0,0,1,1,2,+4,16.7,98.1
2017-11-06,Nick Young,GSW,MIA,H,4.016666666666667,1,3,.333,1,3,.333,0,0,,0,0,0,0,0,0,0,0,3,0,32.1,98.1
2017-11-06,JaVale McGee,GSW,MIA,H,3.183333333333333,0,2,.000,0,0,,0,0,,2,0,2,0,1,0,0,1,0,-10,27.0,98.1
2017-11-06,Team Totals,GSW,MIA,H,240.0,32,87,.368,11,32,.344,22,24,.917,13,38,51,20,12,10,14,21,97,,100.0,98.1
2017-11-06,DeMarre Carroll,BRK,PHO,R,33.416666666666664,5,12,.417,1,5,.200,3,4,.750,3,8,11,0,0,0,2,4,14,-12,19.6,101.3
2017-11-06,D'Angelo Russell,BRK,PHO,R,30.1,8,13,.615,0,2,.000,7,12,.583,0,6,6,8,2,1,5,3,23,0,32.1,101.3
2017-11-06,Allen Crabbe,BRK,PHO,R,22.833333333333332,5,9,.556,3,4,.750,2,3,.667,1,3,4,0,1,1,0,4,15,+10,18.7,101.3
2017-11-06,Rondae Hollis-Jefferson,BRK,PHO,R,16.55,1,3,.333,0,0,,2,2,1.000,0,2,2,0,0,0,0,0,4,+5,9.7,101.3
2017-11-06,Timofey Mozgov,BRK,PHO,R,16.45,1,3,.333,0,0,,0,0,,1,1,2,0,1,0,2,6,2,-9,12.6,101.3
2017-11-06,Spencer Dinwiddie,BRK,PHO,R,26.616666666666667,1,8,.125,1,3,.333,1,1,1.000,2,2,4,7,0,0,0,3,4,+8,13.1,101.3
2017-11-06,Joe Harris,BRK,PHO,R,25.3,7,13,.538,3,7,.429,1,1,1.000,0,3,3,1,1,1,2,3,18,+5,25.3,101.3
2017-11-06,Caris LeVert,BRK,PHO,R,22.933333333333334,2,8,.250,0,2,.000,0,0,,1,3,4,0,5,0,3,4,4,+3,19.9,101.3
2017-11-06,Quincy Acy,BRK,PHO,R,20.883333333333333,0,8,.000,0,7,.000,2,2,1.000,0,7,7,3,0,0,0,3,2,+3,17.6,101.3
2017-11-06,Tyler Zeller,BRK,PHO,R,17.35,5,7,.714,0,0,,2,4,.500,3,0,3,0,0,1,1,0,12,+15,23.3,101.3
2017-11-06,Sean Kilpatrick,BRK,PHO,R,7.566666666666666,0,3,.000,0,2,.000,0,0,,0,2,2,1,0,0,1,0,0,+2,21.9,101.3
2017-11-06,Team Totals,BRK,PHO,R,240.0,35,87,.402,8,32,.250,20,29,.690,11,37,48,20,10,4,16,30,98,,100.0,101.3
2017-11-06,T.J. Warren,PHO,BRK,H,36.13333333333333,8,19,.421,0,2,.000,4,6,.667,1,8,9,2,2,3,1,2,20,+1,25.4,101.3
2017-11-06,Devin Booker,PHO,BRK,H,34.733333333333334,6,15,.400,1,4,.250,5,5,1.000,1,1,2,1,2,0,4,6,18,+3,24.7,101.3
2017-11-06,Mike James,PHO,BRK,H,25.8,5,13,.385,2,6,.333,4,5,.800,0,3,3,2,2,0,1,3,16,-11,25.5,101.3
2017-11-06,Tyson Chandler,PHO,BRK,H,23.4,1,2,.500,0,0,,1,2,.500,2,5,7,0,0,0,3,1,3,+1,10.2,101.3
2017-11-06,Marquese Chriss,PHO,BRK,H,15.2,1,4,.250,0,1,.000,2,2,1.000,0,4,4,2,0,0,1,2,4,+5,15.7,101.3
2017-11-06,Tyler Ulis,PHO,BRK,H,24.816666666666666,4,11,.364,1,5,.200,2,2,1.000,0,1,1,3,0,0,2,3,11,+5,22.7,101.3
2017-11-06,Alex Len,PHO,BRK,H,24.6,1,6,.167,0,0,,5,7,.714,6,8,14,1,1,2,2,4,7,-7,18.3,101.3
2017-11-06,Jared Dudley,PHO,BRK,H,20.633333333333333,2,3,.667,1,1,1.000,1,2,.500,2,3,5,1,0,1,1,4,6,+7,9.6,101.3
2017-11-06,Josh Jackson,PHO,BRK,H,13.333333333333334,1,6,.167,0,1,.000,2,4,.500,1,2,3,0,1,1,2,3,4,-10,29.7,101.3
2017-11-06,Troy Daniels,PHO,BRK,H,11.033333333333333,1,5,.200,1,4,.250,0,0,,0,0,0,1,0,0,0,1,3,-9,18.4,101.3
2017-11-06,Dragan Bender,PHO,BRK,H,10.316666666666666,0,2,.000,0,1,.000,0,0,,1,3,4,0,0,0,0,0,0,-15,7.9,101.3
2017-11-06,Team Totals,PHO,BRK,H,240.0,30,86,.349,6,25,.240,26,35,.743,14,38,52,13,8,7,17,29,92,,100.0,101.3
2017-11-07,Khris Middleton,MIL,CLE,R,41.18333333333333,8,17,.471,2,7,.286,2,2,1.000,0,7,7,11,3,0,2,5,20,0,21.9,96.3
2017-11-07,Tony Snell,MIL,CLE,R,40.416666666666664,3,3,1.000,2,2,1.000,0,0,,0,3,3,3,2,1,0,2,8,-2,3.4,96.3
2017-11-07,Giannis Antetokounmpo,MIL,CLE,R,40.233333333333334,16,21,.762,0,0,,8,11,.727,4,5,9,3,0,3,7,6,40,-7,36.9,96.3
2017-11-07,Malcolm Brogdon,MIL,CLE,R,37.36666666666667,9,17,.529,4,6,.667,0,0,,1,4,5,6,0,1,2,3,22,+1,23.0,96.3
2017-11-07,John Henson,MIL,CLE,R,17.583333333333332,3,4,.750,0,0,,1,2,.500,1,2,3,1,0,2,3,5,7,-5,20.3,96.3
2017-11-07,Mirza Teletovic,MIL,CLE,R,16.833333333333332,6,11,.545,4,8,.500,0,0,,1,1,2,0,0,0,0,4,16,0,29.6,96.3
2017-11-07,Matthew Dellavedova,MIL,CLE,R,16.2,0,3,.000,0,2,.000,1,1,1.000,1,1,2,4,0,0,2,2,1,-10,15.2,96.3
2017-11-07,Thon Maker,MIL,CLE,R,15.083333333333334,2,5,.400,1,4,.250,0,0,,0,1,1,1,1,1,0,3,5,+1,15.0,96.3
2017-11-07,DeAndre Liggins,MIL,CLE,R,8.15,0,1,.000,0,0,,0,0,,0,3,3,0,0,0,0,1,0,+5,5.6,96.3
2017-11-07,Jason Terry,MIL,CLE,R,6.966666666666667,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-8,6.5,96.3
2017-11-07,Team Totals,MIL,CLE,R,240.0,47,83,.566,13,30,.433,12,16,.750,8,28,36,29,6,8,16,31,119,,100.0,96.3
2017-11-07,LeBron James,CLE,MIL,H,36.7,10,20,.500,2,4,.500,8,10,.800,1,7,8,9,3,0,1,1,30,+6,30.0,96.3
2017-11-07,J.R. Smith,CLE,MIL,H,36.56666666666667,7,12,.583,5,7,.714,1,2,.500,1,0,1,0,1,0,1,3,20,+5,16.5,96.3
2017-11-07,Kevin Love,CLE,MIL,H,34.85,9,14,.643,0,0,,14,16,.875,8,8,16,3,2,1,2,1,32,+2,28.7,96.3
2017-11-07,Derrick Rose,CLE,MIL,H,25.383333333333333,4,10,.400,0,1,.000,2,2,1.000,0,1,1,2,0,0,4,0,10,0,25.4,96.3
2017-11-07,Jae Crowder,CLE,MIL,H,25.35,1,5,.200,1,2,.500,2,2,1.000,0,1,1,1,0,0,1,4,5,+5,11.8,96.3
2017-11-07,Dwyane Wade,CLE,MIL,H,26.866666666666667,4,8,.500,0,0,,2,2,1.000,1,2,3,3,1,2,1,4,10,+2,15.9,96.3
2017-11-07,Iman Shumpert,CLE,MIL,H,19.283333333333335,3,3,1.000,0,0,,0,0,,0,5,5,0,0,0,0,0,6,0,6.7,96.3
2017-11-07,Kyle Korver,CLE,MIL,H,18.483333333333334,2,5,.400,1,4,.250,2,2,1.000,1,2,3,0,0,1,1,2,7,+3,16.1,96.3
2017-11-07,Jeff Green,CLE,MIL,H,16.516666666666666,1,5,.200,0,0,,2,2,1.000,0,1,1,0,0,0,1,1,4,+2,18.1,96.3
2017-11-07,Team Totals,CLE,MIL,H,240.0,41,82,.500,9,18,.500,33,38,.868,12,27,39,18,7,4,12,16,124,,100.0,96.3
2017-11-07,D'Angelo Russell,BRK,DEN,R,21.066666666666666,6,14,.429,0,3,.000,0,0,,1,3,4,6,0,1,8,2,12,-13,40.5,111.7
2017-11-07,Allen Crabbe,BRK,DEN,R,18.9,1,8,.125,1,7,.143,0,0,,0,3,3,2,2,0,1,1,3,-12,18.5,111.7
2017-11-07,DeMarre Carroll,BRK,DEN,R,17.816666666666666,3,6,.500,1,3,.333,2,2,1.000,2,4,6,1,0,0,3,3,9,-13,21.5,111.7
2017-11-07,Spencer Dinwiddie,BRK,DEN,R,17.066666666666666,2,6,.333,1,2,.500,0,0,,0,2,2,2,0,0,0,0,5,-6,13.6,111.7
2017-11-07,Timofey Mozgov,BRK,DEN,R,15.75,3,5,.600,1,3,.333,4,4,1.000,3,3,6,0,0,0,2,2,11,-5,21.6,111.7
2017-11-07,Tyler Zeller,BRK,DEN,R,27.783333333333335,8,10,.800,0,0,,5,6,.833,0,5,5,0,1,1,0,3,21,-2,17.7,111.7
2017-11-07,Caris LeVert,BRK,DEN,R,25.6,5,9,.556,1,2,.500,2,4,.500,0,3,3,2,0,2,2,0,13,-3,19.3,111.7
2017-11-07,Joe Harris,BRK,DEN,R,21.9,2,5,.400,1,3,.333,1,1,1.000,0,3,3,0,2,0,1,0,6,-8,11.4,111.7
2017-11-07,Jacob Wiley,BRK,DEN,R,21.066666666666666,1,3,.333,1,1,1.000,1,2,.500,1,7,8,1,1,0,0,3,4,+11,7.1,111.7
2017-11-07,Sean Kilpatrick,BRK,DEN,R,20.466666666666665,4,12,.333,2,5,.400,1,1,1.000,0,2,2,3,1,0,4,1,11,+9,31.2,111.7
2017-11-07,Quincy Acy,BRK,DEN,R,17.533333333333335,1,5,.200,1,5,.200,1,2,.500,1,2,3,1,1,0,2,1,4,-10,17.4,111.7
2017-11-07,Isaiah Whitehead,BRK,DEN,R,15.05,2,6,.333,1,1,1.000,0,0,,0,2,2,4,4,2,2,0,5,+12,20.6,111.7
2017-11-07,Team Totals,BRK,DEN,R,240.0,38,89,.427,11,35,.314,17,22,.773,8,39,47,22,12,6,25,16,104,,100.0,111.7
2017-11-07,Wilson Chandler,DEN,BRK,H,34.85,3,10,.300,1,4,.250,2,2,1.000,2,8,10,0,0,1,2,2,9,+18,14.7,111.7
2017-11-07,Nikola Jokic,DEN,BRK,H,31.366666666666667,16,25,.640,4,9,.444,5,6,.833,2,10,12,5,2,2,1,6,41,+25,36.3,111.7
2017-11-07,Gary Harris,DEN,BRK,H,30.0,4,12,.333,1,4,.250,0,0,,0,4,4,5,6,0,1,2,9,+20,17.2,111.7
2017-11-07,Paul Millsap,DEN,BRK,H,25.516666666666666,7,11,.636,1,4,.250,2,4,.500,0,2,2,3,2,2,2,0,17,+16,23.0,111.7
2017-11-07,Jamal Murray,DEN,BRK,H,25.416666666666668,1,4,.250,0,2,.000,2,2,1.000,2,0,2,4,2,0,4,0,4,+4,13.9,111.7
2017-11-07,Will Barton,DEN,BRK,H,31.116666666666667,7,15,.467,2,6,.333,1,2,.500,0,8,8,4,1,2,4,3,17,-10,25.4,111.7
2017-11-07,Emmanuel Mudiay,DEN,BRK,H,21.8,1,6,.167,0,2,.000,0,0,,2,1,3,2,0,0,2,1,2,-6,14.6,111.7
2017-11-07,Malik Beasley,DEN,BRK,H,16.333333333333332,2,6,.333,0,3,.000,0,0,,0,2,2,1,0,0,0,2,4,-16,14.6,111.7
2017-11-07,Mason Plumlee,DEN,BRK,H,14.633333333333333,2,2,1.000,0,0,,3,4,.750,0,3,3,1,2,2,2,4,7,-4,15.6,111.7
2017-11-07,Kenneth Faried,DEN,BRK,H,5.983333333333333,0,1,.000,0,0,,0,0,,1,0,1,1,1,0,1,1,0,0,13.3,111.7
2017-11-07,Trey Lyles,DEN,BRK,H,2.9833333333333334,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,-7,13.3,111.7
2017-11-07,Team Totals,DEN,BRK,H,240.0,44,93,.473,9,34,.265,15,20,.750,9,38,47,26,16,9,19,21,112,,100.0,111.7
2017-11-07,Anthony Davis,NOP,IND,R,41.25,14,18,.778,4,5,.800,5,8,.625,3,11,14,4,1,2,2,1,37,+5,25.2,96.1
2017-11-07,DeMarcus Cousins,NOP,IND,R,37.983333333333334,12,25,.480,4,10,.400,4,5,.800,3,10,13,6,0,2,2,5,32,+6,34.0,96.1
2017-11-07,Jrue Holiday,NOP,IND,R,29.883333333333333,4,9,.444,0,2,.000,2,4,.500,1,2,3,5,1,0,4,4,10,+6,21.8,96.1
2017-11-07,E'Twaun Moore,NOP,IND,R,27.466666666666665,3,9,.333,1,4,.250,0,0,,2,0,2,3,0,0,0,2,7,+6,14.5,96.1
2017-11-07,Dante Cunningham,NOP,IND,R,16.666666666666668,1,3,.333,0,2,.000,0,0,,0,3,3,0,0,0,0,0,2,+11,7.9,96.1
2017-11-07,Jameer Nelson,NOP,IND,R,28.516666666666666,3,8,.375,1,3,.333,3,4,.750,2,1,3,3,3,1,0,1,10,+4,15.1,96.1
2017-11-07,Tony Allen,NOP,IND,R,24.316666666666666,2,4,.500,0,0,,0,0,,0,4,4,1,1,0,2,4,4,-1,10.9,96.1
2017-11-07,Darius Miller,NOP,IND,R,19.116666666666667,4,6,.667,3,5,.600,1,1,1.000,0,1,1,1,0,0,0,1,12,-1,14.9,96.1
2017-11-07,Ian Clark,NOP,IND,R,14.8,1,5,.200,1,4,.250,0,0,,0,0,0,0,0,0,2,0,3,-11,20.9,96.1
2017-11-07,Team Totals,NOP,IND,R,240.0,44,87,.506,14,35,.400,15,22,.682,11,32,43,23,6,5,12,18,117,,100.0,96.1
2017-11-07,Thaddeus Young,IND,NOP,H,38.18333333333333,5,9,.556,1,3,.333,2,2,1.000,3,3,6,2,2,0,1,3,13,-8,12.3,96.1
2017-11-07,Myles Turner,IND,NOP,H,35.4,6,16,.375,1,2,.500,8,9,.889,4,8,12,0,0,3,3,4,21,-4,28.1,96.1
2017-11-07,Darren Collison,IND,NOP,H,31.15,5,9,.556,2,4,.500,0,0,,0,1,1,6,0,0,1,3,12,-3,13.9,96.1
2017-11-07,Victor Oladipo,IND,NOP,H,28.65,6,17,.353,1,3,.333,2,2,1.000,0,4,4,3,0,1,3,3,15,-15,31.5,96.1
2017-11-07,Bojan Bogdanovic,IND,NOP,H,22.9,6,9,.667,2,4,.500,0,0,,0,3,3,1,1,0,0,1,14,-1,17.0,96.1
2017-11-07,Lance Stephenson,IND,NOP,H,27.933333333333334,5,9,.556,1,2,.500,3,5,.600,2,6,8,2,1,0,1,1,14,+3,18.9,96.1
2017-11-07,Cory Joseph,IND,NOP,H,22.766666666666666,4,9,.444,1,4,.250,0,0,,0,1,1,4,0,0,0,0,9,+3,17.1,96.1
2017-11-07,Al Jefferson,IND,NOP,H,12.3,3,6,.500,0,0,,0,0,,0,3,3,1,0,0,1,2,6,+1,24.6,96.1
2017-11-07,Joe Young,IND,NOP,H,10.583333333333334,3,5,.600,0,1,.000,0,0,,1,0,1,0,0,0,0,1,6,0,20.4,96.1
2017-11-07,T.J. Leaf,IND,NOP,H,10.116666666666667,1,4,.250,0,1,.000,0,0,,1,1,2,0,0,0,0,3,2,+1,17.1,96.1
2017-11-07,Alex Poythress,IND,NOP,H,0.016666666666666666,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,0.0,96.1
2017-11-07,Team Totals,IND,NOP,H,240.0,44,93,.473,9,24,.375,15,18,.833,11,30,41,19,4,4,10,21,112,,100.0,96.1
2017-11-07,Kemba Walker,CHO,NYK,R,32.93333333333333,8,16,.500,4,8,.500,1,1,1.000,1,4,5,7,1,0,5,3,21,+3,28.0,92.1
2017-11-07,Dwight Howard,CHO,NYK,R,30.4,9,11,.818,0,0,,3,3,1.000,4,5,9,0,1,1,3,4,21,+6,21.7,92.1
2017-11-07,Marvin Williams,CHO,NYK,R,27.85,3,8,.375,1,4,.250,5,5,1.000,1,2,3,2,2,0,0,2,12,-8,15.8,92.1
2017-11-07,Jeremy Lamb,CHO,NYK,R,26.966666666666665,5,13,.385,3,6,.500,2,2,1.000,0,5,5,4,0,0,3,0,15,-14,27.0,92.1
2017-11-07,Dwayne Bacon,CHO,NYK,R,18.55,0,1,.000,0,0,,0,0,,0,2,2,3,0,0,0,3,0,-2,2.3,92.1
2017-11-07,Malik Monk,CHO,NYK,R,26.7,8,17,.471,5,13,.385,0,0,,1,1,2,3,0,0,1,0,21,-12,29.0,92.1
2017-11-07,Michael Carter-Williams,CHO,NYK,R,20.383333333333333,1,3,.333,0,0,,2,2,1.000,2,1,3,3,3,0,0,3,4,+9,8.2,92.1
2017-11-07,Frank Kaminsky,CHO,NYK,R,20.15,2,6,.333,1,2,.500,0,2,.000,1,1,2,0,0,0,1,1,5,+3,16.8,92.1
2017-11-07,Treveon Graham,CHO,NYK,R,18.883333333333333,3,7,.429,1,4,.250,0,0,,0,2,2,2,1,0,0,5,7,-1,16.0,92.1
2017-11-07,Cody Zeller,CHO,NYK,R,17.183333333333334,3,9,.333,0,0,,1,2,.500,7,0,7,0,0,1,0,1,7,-9,24.8,92.1
2017-11-07,Team Totals,CHO,NYK,R,240.0,42,91,.462,15,37,.405,14,17,.824,17,23,40,24,8,2,13,22,113,,100.0,92.1
2017-11-07,Courtney Lee,NYK,CHO,H,35.75,2,6,.333,0,1,.000,2,2,1.000,1,2,3,9,0,0,2,0,6,+1,11.9,92.1
2017-11-07,Tim Hardaway,NYK,CHO,H,33.11666666666667,6,14,.429,3,7,.429,4,8,.500,0,5,5,0,1,0,1,3,19,+5,26.8,92.1
2017-11-07,Kristaps Porzingis,NYK,CHO,H,28.8,10,15,.667,4,8,.500,4,4,1.000,1,4,5,1,0,3,5,3,28,-1,36.2,92.1
2017-11-07,Enes Kanter,NYK,CHO,H,24.5,7,8,.875,0,0,,0,0,,3,3,6,1,3,0,2,4,14,-11,19.5,92.1
2017-11-07,Jarrett Jack,NYK,CHO,H,22.433333333333334,3,7,.429,0,1,.000,0,0,,0,1,1,5,0,0,0,1,6,-6,14.9,92.1
2017-11-07,Doug McDermott,NYK,CHO,H,27.166666666666668,7,8,.875,3,3,1.000,3,3,1.000,0,2,2,1,0,0,0,2,20,+6,16.4,92.1
2017-11-07,Frank Ntilikina,NYK,CHO,H,25.566666666666666,1,5,.200,0,3,.000,1,2,.500,0,3,3,8,0,0,3,4,3,+11,16.6,92.1
2017-11-07,Lance Thomas,NYK,CHO,H,24.733333333333334,3,3,1.000,2,2,1.000,2,2,1.000,0,5,5,0,0,0,2,1,10,+18,11.4,92.1
2017-11-07,Kyle O'Quinn,NYK,CHO,H,17.933333333333334,6,9,.667,0,0,,0,0,,1,4,5,4,1,2,1,1,12,+2,26.7,92.1
