DATE,PLAYER_NAME,OWN_TEAM,OPP_TEAM,VENUE,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,USG%,PACE
2018-02-04,Pascal Siakam,TOR,MEM,H,25.366666666666667,4,9,.444,0,3,.000,2,2,1.000,0,3,3,3,1,3,1,1,10,+26,19.3,93.8
2018-02-04,Delon Wright,TOR,MEM,H,24.7,6,9,.667,1,4,.250,2,2,1.000,0,4,4,2,4,0,0,1,15,+36,18.0,93.8
2018-02-04,Jakob Poeltl,TOR,MEM,H,23.55,4,4,1.000,0,0,,1,1,1.000,3,2,5,0,0,2,2,5,9,+26,12.3,93.8
2018-02-04,C.J. Miles,TOR,MEM,H,14.083333333333334,1,3,.333,1,2,.500,0,0,,0,2,2,1,0,0,1,2,3,+17,12.8,93.8
2018-02-04,Norman Powell,TOR,MEM,H,5.133333333333334,1,3,.333,0,2,.000,0,0,,0,2,2,0,1,0,1,1,2,+6,35.1,93.8
2018-02-04,Team Totals,TOR,MEM,H,240.0,41,89,.461,6,35,.171,13,15,.867,10,34,44,21,13,7,11,20,101,,100.0,93.8
2018-02-05,Kemba Walker,CHO,DEN,R,33.333333333333336,6,13,.462,3,6,.500,5,6,.833,0,3,3,4,1,0,2,1,20,-14,26.0,91.8
2018-02-05,Nicolas Batum,CHO,DEN,R,31.05,5,11,.455,3,7,.429,2,4,.500,1,3,4,5,0,0,1,2,15,-22,21.8,91.8
2018-02-05,Michael Kidd-Gilchrist,CHO,DEN,R,28.216666666666665,1,3,.333,0,0,,0,0,,0,3,3,2,0,0,1,1,2,-21,7.0,91.8
2018-02-05,Dwight Howard,CHO,DEN,R,27.866666666666667,9,11,.818,0,0,,1,5,.200,0,7,7,1,0,1,2,3,19,-17,26.8,91.8
2018-02-05,Frank Kaminsky,CHO,DEN,R,22.316666666666666,4,8,.500,1,3,.333,0,2,.000,0,2,2,3,1,0,1,1,9,-9,21.8,91.8
2018-02-05,Treveon Graham,CHO,DEN,R,25.683333333333334,4,7,.571,3,4,.750,0,0,,0,1,1,2,2,0,0,0,11,-8,13.4,91.8
2018-02-05,Jeremy Lamb,CHO,DEN,R,25.433333333333334,5,11,.455,1,4,.250,3,3,1.000,0,3,3,2,2,0,0,3,14,+8,23.8,91.8
2018-02-05,Cody Zeller,CHO,DEN,R,17.016666666666666,2,3,.667,0,0,,4,4,1.000,3,7,10,1,0,0,2,2,8,+2,19.5,91.8
2018-02-05,Michael Carter-Williams,CHO,DEN,R,16.616666666666667,3,6,.500,0,1,.000,0,0,,1,0,1,1,0,0,1,3,6,+4,20.7,91.8
2018-02-05,Julyan Stone,CHO,DEN,R,3.1166666666666667,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-2,31.6,91.8
2018-02-05,Malik Monk,CHO,DEN,R,3.1166666666666667,0,2,.000,0,1,.000,0,0,,0,0,0,0,1,0,0,0,0,-2,0.0,91.8
2018-02-05,Dwayne Bacon,CHO,DEN,R,3.1166666666666667,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-2,31.6,91.8
2018-02-05,Johnny O'Bryant,CHO,DEN,R,3.1166666666666667,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,0.0,91.8
2018-02-05,Team Totals,CHO,DEN,R,240.0,39,77,.506,11,26,.423,15,24,.625,5,31,36,21,7,1,10,16,104,,100.0,91.8
2018-02-05,Will Barton,DEN,CHO,H,33.93333333333333,7,10,.700,2,3,.667,2,2,1.000,0,2,2,8,1,1,1,2,18,+17,17.2,91.8
2018-02-05,Gary Harris,DEN,CHO,H,33.65,9,13,.692,5,7,.714,4,5,.800,0,1,1,2,1,0,2,1,27,+17,25.1,91.8
2018-02-05,Nikola Jokic,DEN,CHO,H,32.46666666666667,5,11,.455,2,4,.500,3,3,1.000,3,13,16,7,2,0,3,3,15,+15,23.2,91.8
2018-02-05,Jamal Murray,DEN,CHO,H,32.18333333333333,7,15,.467,4,8,.500,0,0,,1,3,4,7,2,0,2,3,18,+13,25.9,91.8
2018-02-05,Wilson Chandler,DEN,CHO,H,21.116666666666667,1,4,.250,0,1,.000,0,0,,0,0,0,0,1,0,0,0,2,+11,9.3,91.8
2018-02-05,Torrey Craig,DEN,CHO,H,26.883333333333333,3,6,.500,0,2,.000,0,0,,1,6,7,2,0,0,0,1,6,+6,11.0,91.8
2018-02-05,Trey Lyles,DEN,CHO,H,24.366666666666667,4,8,.500,2,4,.500,1,2,.500,0,7,7,1,0,1,0,2,11,-2,17.9,91.8
2018-02-05,Emmanuel Mudiay,DEN,CHO,H,18.066666666666666,5,7,.714,1,1,1.000,1,1,1.000,0,2,2,2,1,0,1,0,12,+4,22.9,91.8
2018-02-05,Darrell Arthur,DEN,CHO,H,13.733333333333333,4,5,.800,2,3,.667,0,0,,0,1,1,1,2,0,1,3,10,0,21.5,91.8
2018-02-05,Malik Beasley,DEN,CHO,H,1.8,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,1,0,2,+2,81.9,91.8
2018-02-05,Juan Hernangomez,DEN,CHO,H,1.8,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+2,0.0,91.8
2018-02-05,Team Totals,DEN,CHO,H,240.0,46,81,.568,18,34,.529,11,13,.846,5,36,41,30,10,2,11,15,121,,100.0,91.8
2018-02-05,Damian Lillard,POR,DET,R,37.95,8,17,.471,1,5,.200,3,3,1.000,1,4,5,5,2,1,5,2,20,-12,26.7,95.6
2018-02-05,CJ McCollum,POR,DET,R,29.916666666666668,6,15,.400,2,6,.333,0,0,,1,1,2,1,1,1,1,3,14,-28,23.2,95.6
2018-02-05,Al-Farouq Aminu,POR,DET,R,29.316666666666666,3,11,.273,1,5,.200,2,2,1.000,2,12,14,1,2,1,2,1,9,-20,20.6,95.6
2018-02-05,Jusuf Nurkic,POR,DET,R,25.833333333333332,5,10,.500,0,0,,0,0,,0,5,5,2,1,2,1,3,10,-9,18.5,95.6
2018-02-05,Maurice Harkless,POR,DET,R,23.666666666666668,3,5,.600,0,2,.000,0,0,,0,0,0,2,1,0,0,2,6,-9,9.2,95.6
2018-02-05,Shabazz Napier,POR,DET,R,25.916666666666668,3,12,.250,2,6,.333,0,0,,0,1,1,3,1,0,2,0,8,-5,23.5,95.6
2018-02-05,Pat Connaughton,POR,DET,R,18.216666666666665,3,4,.750,3,3,1.000,2,2,1.000,1,0,1,3,0,0,0,0,11,-6,11.6,95.6
2018-02-05,Ed Davis,POR,DET,R,17.133333333333333,2,5,.400,0,0,,0,0,,6,4,10,0,0,0,2,3,4,-6,17.7,95.6
2018-02-05,Zach Collins,POR,DET,R,15.383333333333333,1,8,.125,0,3,.000,0,0,,0,4,4,0,0,0,0,0,2,-5,22.6,95.6
2018-02-05,Jake Layman,POR,DET,R,4.166666666666667,2,4,.500,1,1,1.000,0,1,.000,0,0,0,1,1,0,0,0,5,0,20.8,95.6
2018-02-05,Caleb Swanigan,POR,DET,R,4.166666666666667,1,2,.500,0,1,.000,0,0,,1,0,1,0,0,0,0,0,2,0,0.0,95.6
2018-02-05,Meyers Leonard,POR,DET,R,4.166666666666667,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0,10.4,95.6
2018-02-05,Noah Vonleh,POR,DET,R,4.166666666666667,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,0,46.3,95.6
2018-02-05,Team Totals,POR,DET,R,240.0,37,94,.394,10,33,.303,7,8,.875,13,32,45,18,9,5,13,14,91,,100.0,95.6
2018-02-05,Reggie Bullock,DET,POR,H,34.266666666666666,4,8,.500,3,5,.600,2,3,.667,0,6,6,3,3,0,0,0,13,+22,12.2,95.6
2018-02-05,Andre Drummond,DET,POR,H,33.93333333333333,7,12,.583,0,0,,3,4,.750,5,12,17,5,1,3,4,4,17,+12,23.4,95.6
2018-02-05,Stanley Johnson,DET,POR,H,33.55,3,10,.300,1,3,.333,1,2,.500,1,3,4,4,1,1,3,3,8,+16,18.5,95.6
2018-02-05,Blake Griffin,DET,POR,H,30.05,9,21,.429,3,7,.429,0,0,,1,8,9,6,0,0,2,2,21,+18,34.2,95.6
2018-02-05,Ish Smith,DET,POR,H,28.416666666666668,3,8,.375,0,0,,1,1,1.000,0,2,2,7,2,0,1,1,7,+14,14.9,95.6
2018-02-05,Anthony Tolliver,DET,POR,H,26.916666666666668,6,9,.667,3,6,.500,0,0,,0,7,7,1,0,0,1,0,15,+16,16.6,95.6
2018-02-05,Luke Kennard,DET,POR,H,23.833333333333332,5,7,.714,1,2,.500,1,2,.500,0,2,2,4,0,0,1,1,12,+11,16.7,95.6
2018-02-05,Langston Galloway,DET,POR,H,18.833333333333332,5,8,.625,3,5,.600,0,0,,1,0,1,6,0,0,1,2,13,+3,21.4,95.6
2018-02-05,Reggie Hearn,DET,POR,H,2.55,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,-3,17.5,95.6
2018-02-05,Willie Reed,DET,POR,H,2.55,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2,-3,17.5,95.6
2018-02-05,Henry Ellenson,DET,POR,H,2.55,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,1,0,-3,17.5,95.6
2018-02-05,Kay Felder,DET,POR,H,2.55,0,2,.000,0,1,.000,0,0,,1,0,1,0,0,0,1,0,0,-3,52.6,95.6
2018-02-05,Team Totals,DET,POR,H,240.0,44,88,.500,15,30,.500,8,12,.667,10,41,51,36,7,4,14,14,111,,100.0,95.6
2018-02-05,Bradley Beal,WAS,IND,R,36.21666666666667,9,16,.563,1,4,.250,2,2,1.000,0,1,1,3,0,0,6,1,21,+14,29.3,96.1
2018-02-05,Markieff Morris,WAS,IND,R,29.066666666666666,5,13,.385,1,5,.200,0,0,,2,8,10,2,1,0,3,3,11,+9,25.5,96.1
2018-02-05,Otto Porter,WAS,IND,R,25.116666666666667,6,11,.545,1,5,.200,0,0,,1,1,2,3,0,0,0,4,13,+16,20.3,96.1
2018-02-05,Tomas Satoransky,WAS,IND,R,21.983333333333334,2,3,.667,0,0,,1,1,1.000,0,2,2,6,2,0,0,2,5,+7,7.3,96.1
2018-02-05,Marcin Gortat,WAS,IND,R,20.95,5,8,.625,0,0,,1,1,1.000,3,6,9,1,0,0,1,3,11,+2,20.9,96.1
2018-02-05,Kelly Oubre,WAS,IND,R,32.416666666666664,4,9,.444,1,4,.250,6,8,.750,0,7,7,2,1,1,0,1,15,-5,17.9,96.1
2018-02-05,Ian Mahinmi,WAS,IND,R,24.366666666666667,4,4,1.000,0,0,,4,5,.800,1,6,7,1,2,0,2,6,12,+9,15.6,96.1
2018-02-05,Mike Scott,WAS,IND,R,19.316666666666666,5,10,.500,1,3,.333,0,0,,0,4,4,2,0,0,0,1,11,-1,24.0,96.1
2018-02-05,Tim Frazier,WAS,IND,R,18.783333333333335,1,2,.500,0,0,,0,0,,0,1,1,6,2,0,1,2,2,-1,7.4,96.1
2018-02-05,Jodie Meeks,WAS,IND,R,11.783333333333333,4,6,.667,2,4,.500,0,0,,0,0,0,3,0,0,1,0,10,-5,27.6,96.1
2018-02-05,Team Totals,WAS,IND,R,240.0,45,82,.549,7,25,.280,14,17,.824,7,36,43,29,8,1,14,23,111,,100.0,96.1
2018-02-05,Lance Stephenson,IND,WAS,H,37.7,4,14,.286,1,7,.143,4,6,.667,0,9,9,6,2,0,6,4,13,-7,26.9,96.1
2018-02-05,Bojan Bogdanovic,IND,WAS,H,36.583333333333336,9,15,.600,5,7,.714,6,7,.857,1,3,4,2,2,1,1,0,29,-3,23.4,96.1
2018-02-05,Cory Joseph,IND,WAS,H,35.65,2,7,.286,0,3,.000,3,4,.750,0,2,2,4,0,0,1,3,7,-14,12.3,96.1
2018-02-05,Thaddeus Young,IND,WAS,H,30.333333333333332,3,10,.300,1,2,.500,0,1,.000,4,3,7,2,1,0,2,0,7,-14,18.4,96.1
2018-02-05,Myles Turner,IND,WAS,H,22.633333333333333,2,5,.400,0,0,,2,2,1.000,2,3,5,0,0,1,3,5,6,-10,17.6,96.1
2018-02-05,Joe Young,IND,WAS,H,27.683333333333334,6,10,.600,5,8,.625,0,1,.000,0,2,2,0,1,0,0,0,17,-2,16.9,96.1
2018-02-05,Domantas Sabonis,IND,WAS,H,26.633333333333333,7,12,.583,0,2,.000,1,3,.333,1,3,4,2,0,0,3,2,15,+2,27.5,96.1
2018-02-05,Al Jefferson,IND,WAS,H,16.4,4,7,.571,0,0,,0,1,.000,0,1,1,3,0,0,0,2,8,+4,20.4,96.1
2018-02-05,Ben Moore,IND,WAS,H,6.383333333333334,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,2,0,-1,0.0,96.1
2018-02-05,Team Totals,IND,WAS,H,240.0,37,80,.463,12,29,.414,16,25,.640,8,27,35,19,6,2,16,18,102,,100.0,96.1
2018-02-05,Dennis Smith,DAL,LAC,R,34.53333333333333,5,17,.294,2,7,.286,0,0,,0,3,3,5,0,0,9,6,12,-22,33.2,98.8
2018-02-05,Wesley Matthews,DAL,LAC,R,34.45,7,16,.438,7,12,.583,2,2,1.000,0,2,2,5,1,2,2,2,23,+2,24.2,98.8
2018-02-05,Yogi Ferrell,DAL,LAC,R,32.1,4,11,.364,1,6,.167,0,0,,0,3,3,1,0,0,1,2,9,-5,16.5,98.8
2018-02-05,Dwight Powell,DAL,LAC,R,29.25,2,3,.667,0,0,,4,6,.667,3,7,10,4,0,1,2,3,8,+5,11.5,98.8
2018-02-05,Dirk Nowitzki,DAL,LAC,R,25.133333333333333,4,11,.364,2,7,.286,2,2,1.000,0,6,6,0,0,1,1,1,12,+1,22.6,98.8
2018-02-05,J.J. Barea,DAL,LAC,R,22.766666666666666,4,8,.500,2,4,.500,2,2,1.000,0,3,3,5,1,0,2,0,12,+12,21.1,98.8
2018-02-05,Salah Mejri,DAL,LAC,R,22.05,2,4,.500,0,0,,2,2,1.000,3,4,7,0,1,1,1,3,6,-1,11.8,98.8
2018-02-05,Devin Harris,DAL,LAC,R,20.4,4,6,.667,2,3,.667,6,6,1.000,0,1,1,1,1,0,2,5,16,+4,23.0,98.8
2018-02-05,Maxi Kleber,DAL,LAC,R,19.316666666666666,1,4,.250,1,3,.333,0,0,,1,2,3,1,1,0,0,1,3,-11,9.1,98.8
2018-02-05,Jalen Jones,DAL,LAC,R,0.0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,98.8
2018-02-05,Team Totals,DAL,LAC,R,240.0,33,80,.413,17,42,.405,18,20,.900,7,31,38,22,5,5,20,23,101,,100.0,98.8
2018-02-05,Tobias Harris,LAC,DAL,H,35.016666666666666,9,20,.450,1,5,.200,0,2,.000,0,5,5,2,3,0,1,3,19,-2,28.5,98.8
2018-02-05,Danilo Gallinari,LAC,DAL,H,34.05,9,13,.692,4,5,.800,6,6,1.000,1,4,5,2,0,0,1,1,28,0,22.3,98.8
2018-02-05,DeAndre Jordan,LAC,DAL,H,33.3,3,6,.500,0,0,,0,0,,1,12,13,3,1,2,2,1,6,+1,11.0,98.8
2018-02-05,Avery Bradley,LAC,DAL,H,27.483333333333334,6,10,.600,0,3,.000,0,0,,1,2,3,2,3,0,1,2,12,+13,18.2,98.8
2018-02-05,Milos Teodosic,LAC,DAL,H,21.85,1,6,.167,1,5,.200,0,0,,1,1,2,6,0,0,2,0,3,-11,16.7,98.8
2018-02-05,Lou Williams,LAC,DAL,H,33.5,5,15,.333,1,5,.200,4,4,1.000,0,4,4,8,1,0,4,0,15,+1,28.3,98.8
2018-02-05,Wesley Johnson,LAC,DAL,H,17.183333333333334,1,2,.500,1,2,.500,0,0,,0,1,1,1,0,0,0,2,3,-1,5.3,98.8
2018-02-05,Montrezl Harrell,LAC,DAL,H,14.7,2,3,.667,0,0,,0,0,,0,2,2,1,1,1,0,2,4,+2,9.3,98.8
2018-02-05,Tyrone Wallace,LAC,DAL,H,13.666666666666666,2,5,.400,0,0,,0,0,,0,1,1,2,1,0,2,4,4,0,23.4,98.8
2018-02-05,Sam Dekker,LAC,DAL,H,9.25,4,7,.571,2,2,1.000,0,0,,1,2,3,1,0,0,0,1,10,+12,34.5,98.8
2018-02-05,Boban Marjanovic,LAC,DAL,H,0.0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,98.8
2018-02-05,Team Totals,LAC,DAL,H,240.0,42,87,.483,10,27,.370,10,12,.833,5,34,39,28,10,3,13,16,104,,100.0,98.8
2018-02-05,Mario Hezonja,ORL,MIA,R,31.566666666666666,7,14,.500,4,9,.444,2,2,1.000,0,5,5,3,2,1,0,2,20,+1,21.9,98.5
2018-02-05,Jonathon Simmons,ORL,MIA,R,26.75,6,9,.667,2,2,1.000,2,3,.667,1,2,3,1,1,0,2,2,16,-6,21.4,98.5
2018-02-05,Elfrid Payton,ORL,MIA,R,25.166666666666668,3,8,.375,0,1,.000,4,4,1.000,1,1,2,7,1,0,1,3,10,-8,19.9,98.5
2018-02-05,Evan Fournier,ORL,MIA,R,25.133333333333333,6,13,.462,1,4,.250,0,0,,0,4,4,1,1,0,0,4,13,-9,24.0,98.5
2018-02-05,Bismack Biyombo,ORL,MIA,R,23.8,3,5,.600,0,0,,3,4,.750,0,5,5,1,1,2,1,1,9,-4,15.1,98.5
2018-02-05,Shelvin Mack,ORL,MIA,R,26.816666666666666,2,4,.500,0,0,,2,2,1.000,0,2,2,5,0,0,1,1,6,+5,10.2,98.5
2018-02-05,D.J. Augustin,ORL,MIA,R,22.833333333333332,6,11,.545,3,6,.500,1,2,.500,1,0,1,3,1,0,0,3,16,+10,24.2,98.5
2018-02-05,Wesley Iwundu,ORL,MIA,R,17.883333333333333,2,3,.667,1,1,1.000,0,0,,0,2,2,0,1,0,0,1,5,+10,7.8,98.5
2018-02-05,Marreese Speights,ORL,MIA,R,16.933333333333334,4,9,.444,2,6,.333,2,2,1.000,0,5,5,1,0,1,4,5,12,+3,38.1,98.5
2018-02-05,Arron Afflalo,ORL,MIA,R,15.85,1,4,.250,0,1,.000,0,0,,0,6,6,2,0,1,1,2,2,+5,14.6,98.5
2018-02-05,Khem Birch,ORL,MIA,R,7.266666666666667,1,4,.250,0,0,,0,0,,2,2,4,1,0,0,1,2,2,+3,32.0,98.5
2018-02-05,Team Totals,ORL,MIA,R,240.0,41,84,.488,13,30,.433,16,19,.842,5,34,39,25,8,5,11,26,111,,100.0,98.5
2018-02-05,Josh Richardson,MIA,ORL,H,37.06666666666667,8,13,.615,0,1,.000,4,5,.800,0,2,2,2,1,0,2,0,20,+5,18.5,98.5
2018-02-05,Goran Dragic,MIA,ORL,H,35.65,5,13,.385,1,4,.250,2,4,.500,3,6,9,7,1,0,4,5,13,+17,21.0,98.5
2018-02-05,Justise Winslow,MIA,ORL,H,26.966666666666665,6,10,.600,0,0,,4,4,1.000,2,6,8,2,1,1,1,4,16,+22,18.9,98.5
2018-02-05,Hassan Whiteside,MIA,ORL,H,22.733333333333334,8,16,.500,0,0,,3,5,.600,6,8,14,1,0,0,1,0,19,-1,33.7,98.5
2018-02-05,Kelly Olynyk,MIA,ORL,H,6.683333333333334,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,+8,0.0,98.5
2018-02-05,Tyler Johnson,MIA,ORL,H,32.2,5,14,.357,2,7,.286,0,1,.000,1,2,3,4,0,0,2,1,12,-21,20.4,98.5
2018-02-05,Wayne Ellington,MIA,ORL,H,28.866666666666667,0,9,.000,0,8,.000,5,5,1.000,1,2,3,2,0,0,0,2,5,-16,15.5,98.5
2018-02-05,Bam Adebayo,MIA,ORL,H,26.266666666666666,6,13,.462,0,2,.000,6,8,.750,2,8,10,1,1,2,0,2,18,-7,25.1,98.5
2018-02-05,James Johnson,MIA,ORL,H,18.433333333333334,2,5,.400,0,1,.000,2,3,.667,2,1,3,1,1,0,1,3,6,-12,15.8,98.5
2018-02-05,Jordan Mickey,MIA,ORL,H,5.133333333333334,0,0,,0,0,,0,0,,0,1,1,0,0,1,1,2,0,-5,7.8,98.5
2018-02-05,Team Totals,MIA,ORL,H,240.0,40,93,.430,3,23,.130,26,35,.743,17,36,53,21,5,4,12,19,109,,100.0,98.5
2018-02-05,Ricky Rubio,UTA,NOP,R,32.95,8,19,.421,1,3,.333,3,4,.750,0,3,3,11,0,0,2,4,20,+15,30.3,101.6
2018-02-05,Rudy Gobert,UTA,NOP,R,32.833333333333336,7,8,.875,0,0,,5,5,1.000,2,8,10,1,1,1,1,4,19,+15,15.0,101.6
2018-02-05,Joe Ingles,UTA,NOP,R,29.383333333333333,7,12,.583,4,5,.800,0,0,,0,5,5,3,2,1,1,3,18,+21,19.4,101.6
2018-02-05,Derrick Favors,UTA,NOP,R,27.916666666666668,7,11,.636,2,2,1.000,3,4,.750,3,4,7,1,0,0,3,2,19,+33,24.8,101.6
2018-02-05,Donovan Mitchell,UTA,NOP,R,19.35,1,6,.167,0,2,.000,0,0,,0,0,0,3,1,0,3,0,2,+10,20.4,101.6
2018-02-05,Rodney Hood,UTA,NOP,R,27.483333333333334,12,14,.857,4,4,1.000,2,2,1.000,0,3,3,3,1,0,1,0,30,+4,25.3,101.6
2018-02-05,Royce O'Neale,UTA,NOP,R,20.333333333333332,6,7,.857,1,1,1.000,0,0,,1,5,6,3,0,0,1,2,13,+9,17.2,101.6
2018-02-05,Joe Johnson,UTA,NOP,R,16.216666666666665,1,4,.250,0,1,.000,0,0,,1,2,3,0,0,0,1,0,2,+6,13.5,101.6
2018-02-05,Raul Neto,UTA,NOP,R,12.666666666666666,2,3,.667,2,2,1.000,2,2,1.000,0,1,1,1,0,0,0,0,8,+13,13.4,101.6
2018-02-05,Jonas Jerebko,UTA,NOP,R,9.7,0,2,.000,0,1,.000,0,0,,0,1,1,2,1,0,0,2,0,-7,9.0,101.6
2018-02-05,Ekpe Udoh,UTA,NOP,R,9.333333333333334,1,2,.500,0,0,,0,0,,2,4,6,1,0,3,0,1,2,+1,9.4,101.6
2018-02-05,Erik McCree,UTA,NOP,R,1.8333333333333335,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,23.9,101.6
2018-02-05,Team Totals,UTA,NOP,R,240.0,52,89,.584,14,21,.667,15,17,.882,9,36,45,29,6,5,13,18,133,,100.0,101.6
2018-02-05,Anthony Davis,NOP,UTA,H,34.766666666666666,6,16,.375,0,2,.000,3,4,.750,2,9,11,3,1,3,5,2,15,-11,27.9,101.6
2018-02-05,Jrue Holiday,NOP,UTA,H,33.18333333333333,13,21,.619,2,5,.400,0,1,.000,0,5,5,3,2,0,2,2,28,-21,30.1,101.6
2018-02-05,Nikola Mirotic,NOP,UTA,H,32.81666666666667,2,8,.250,0,4,.000,1,2,.500,0,3,3,2,1,0,2,2,5,-11,14.1,101.6
2018-02-05,E'Twaun Moore,NOP,UTA,H,30.433333333333334,5,9,.556,2,3,.667,2,2,1.000,0,1,1,1,1,1,1,1,14,-17,15.2,101.6
2018-02-05,Rajon Rondo,NOP,UTA,H,30.1,7,13,.538,4,6,.667,0,2,.000,0,3,3,8,1,0,3,3,18,-19,23.9,101.6
2018-02-05,Darius Miller,NOP,UTA,H,19.583333333333332,1,3,.333,0,0,,0,0,,1,0,1,4,1,0,0,0,2,+4,6.5,101.6
2018-02-05,Ian Clark,NOP,UTA,H,19.516666666666666,7,11,.636,0,2,.000,0,0,,0,2,2,2,0,0,1,2,14,-6,26.2,101.6
2018-02-05,Cheick Diallo,NOP,UTA,H,14.816666666666666,3,6,.500,0,0,,0,0,,0,1,1,0,1,1,0,1,6,-15,17.2,101.6
2018-02-05,DeAndre Liggins,NOP,UTA,H,13.5,2,2,1.000,0,0,,0,0,,1,0,1,0,2,1,0,2,4,-8,6.3,101.6
2018-02-05,Emeka Okafor,NOP,UTA,H,8.633333333333333,1,2,.500,0,0,,1,2,.500,2,0,2,0,0,0,0,0,3,-12,14.2,101.6
2018-02-05,Mike James,NOP,UTA,H,2.65,0,2,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0,-4,32.1,101.6
2018-02-05,Team Totals,NOP,UTA,H,240.0,47,93,.505,8,22,.364,7,13,.538,6,24,30,24,10,6,14,15,109,,100.0,101.6
2018-02-05,Jerian Grant,CHI,SAC,R,36.166666666666664,1,6,.167,1,5,.200,6,6,1.000,1,3,4,5,0,0,3,3,9,-6,15.1,93.2
2018-02-05,Justin Holiday,CHI,SAC,R,35.7,6,10,.600,4,7,.571,4,5,.800,0,4,4,2,1,0,0,3,20,-1,16.0,93.2
2018-02-05,Bobby Portis,CHI,SAC,R,32.4,7,19,.368,2,6,.333,2,4,.500,2,12,14,4,2,0,1,2,18,-4,31.4,93.2
2018-02-05,Zach LaVine,CHI,SAC,R,31.3,9,18,.500,4,8,.500,5,5,1.000,1,2,3,2,1,0,2,2,27,-12,33.2,93.2
2018-02-05,Robin Lopez,CHI,SAC,R,13.15,1,5,.200,0,0,,0,0,,1,0,1,1,0,0,0,3,2,+15,17.8,93.2
2018-02-05,Paul Zipser,CHI,SAC,R,32.166666666666664,3,10,.300,2,6,.333,2,2,1.000,0,4,4,2,1,1,2,3,10,-5,18.7,93.2
2018-02-05,Denzel Valentine,CHI,SAC,R,22.183333333333334,5,9,.556,1,4,.250,0,0,,0,7,7,2,1,0,3,2,11,+7,25.3,93.2
2018-02-05,Cristiano Felicio,CHI,SAC,R,17.8,0,1,.000,0,0,,1,2,.500,4,3,7,2,0,0,1,3,1,-16,7.6,93.2
2018-02-05,David Nwaba,CHI,SAC,R,12.55,0,2,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-6,7.5,93.2
2018-02-05,Ryan Arcidiacono,CHI,SAC,R,6.583333333333333,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-2,0.0,93.2
2018-02-05,Team Totals,CHI,SAC,R,240.0,32,80,.400,14,36,.389,20,24,.833,9,37,46,20,6,1,12,21,98,,100.0,93.2
2018-02-05,Bogdan Bogdanovic,SAC,CHI,H,30.5,3,9,.333,3,7,.429,6,6,1.000,0,4,4,4,2,0,0,0,15,+10,17.3,93.2
2018-02-05,Zach Randolph,SAC,CHI,H,28.583333333333332,5,13,.385,0,3,.000,1,1,1.000,2,7,9,4,1,2,1,0,11,+2,22.9,93.2
2018-02-05,Justin Jackson,SAC,CHI,H,23.3,4,7,.571,0,3,.000,3,4,.750,0,4,4,1,1,0,1,1,11,-2,19.0,93.2
2018-02-05,Willie Cauley-Stein,SAC,CHI,H,16.8,3,7,.429,0,0,,1,2,.500,1,5,6,1,0,0,1,5,7,+7,23.9,93.2
2018-02-05,De'Aaron Fox,SAC,CHI,H,16.75,2,7,.286,0,1,.000,1,2,.500,1,1,2,2,0,0,2,1,5,-6,26.7,93.2
2018-02-05,Garrett Temple,SAC,CHI,H,26.75,4,9,.444,2,4,.500,2,2,1.000,0,1,1,3,1,0,2,1,12,+10,20.1,93.2
2018-02-05,George Hill,SAC,CHI,H,25.7,4,9,.444,2,4,.500,4,5,.800,2,2,4,5,0,0,2,3,14,+4,23.3,93.2
2018-02-05,Buddy Hield,SAC,CHI,H,21.233333333333334,4,10,.400,3,7,.429,0,0,,0,2,2,1,0,1,0,1,11,+3,21.3,93.2
2018-02-05,JaKarr Sampson,SAC,CHI,H,18.283333333333335,4,5,.800,1,1,1.000,0,0,,2,4,6,0,0,1,0,2,9,+3,12.4,93.2
2018-02-05,Kosta Koufos,SAC,CHI,H,16.566666666666666,2,3,.667,0,0,,1,3,.333,1,5,6,0,0,1,0,1,5,+3,11.8,93.2
2018-02-05,Vince Carter,SAC,CHI,H,15.533333333333333,2,5,.400,0,2,.000,0,0,,0,1,1,1,0,0,2,2,4,-4,20.4,93.2
